date	account_id	campaign_id	ad_id	last_updated	created	impressions	clicks	conversion	revenue	cost
2020-01-01	a10	c14a10	10049	2020-02-02 12:21:05	2020-02-02 12:21:05	9038	186	5	44.8613140009629	37.8795670288985
2020-01-01	a10	c14a10	10050	2020-02-02 12:21:05	2020-02-02 12:21:05	19439	820	29	81.9349141707341	1.65456074832685
2020-01-02	a10	c10a10	10001	2020-02-02 12:21:05	2020-02-02 12:21:05	83231	683	8	76.550254494208	41.2531271536151
2020-01-02	a10	c10a10	10002	2020-02-02 12:21:05	2020-02-02 12:21:05	71667	138	7	75.1773953322216	8.87269094068217
2020-01-02	a10	c10a10	10003	2020-02-02 12:21:05	2020-02-02 12:21:05	66737	456	16	41.3808366476469	33.724533665797
2020-01-02	a10	c10a10	10004	2020-02-02 12:21:05	2020-02-02 12:21:05	35611	973	49	42.8009792895992	35.7923596565576
2020-01-02	a10	c10a10	10005	2020-02-02 12:21:05	2020-02-02 12:21:05	92309	706	45	60.6609944070974	33.0654366095855
2020-01-02	a10	c10a10	10006	2020-02-02 12:21:05	2020-02-02 12:21:05	30614	760	38	17.785381208074	39.1030863808017
2020-01-02	a10	c10a10	10007	2020-02-02 12:21:05	2020-02-02 12:21:05	7299	162	8	13.6066522512616	27.9410589383641
2020-01-02	a10	c10a10	10008	2020-02-02 12:21:05	2020-02-02 12:21:05	45802	312	94	52.5288054964174	23.885449685103
2020-01-02	a10	c10a10	10009	2020-02-02 12:21:05	2020-02-02 12:21:05	26966	742	57	72.2288646605931	18.539240452712
2020-01-02	a10	c10a10	10010	2020-02-02 12:21:05	2020-02-02 12:21:05	75044	419	90	25.4212739064457	42.0717985565177
2020-01-02	a10	c11a10	10011	2020-02-02 12:21:05	2020-02-02 12:21:05	55289	777	27	96.60705732955	6.16446975905656
2020-01-02	a10	c11a10	10012	2020-02-02 12:21:05	2020-02-02 12:21:05	93080	653	42	47.2078448846973	25.0697148149226
2020-01-02	a10	c11a10	10013	2020-02-02 12:21:05	2020-02-02 12:21:05	94124	414	75	18.2874227959138	14.3556549280675
2020-01-02	a10	c11a10	10014	2020-02-02 12:21:05	2020-02-02 12:21:05	27160	677	49	67.5122632493788	36.4273526642599
2020-01-02	a10	c11a10	10015	2020-02-02 12:21:05	2020-02-02 12:21:05	64248	372	58	83.3769446161468	33.1908860398414
2020-01-02	a10	c11a10	10016	2020-02-02 12:21:05	2020-02-02 12:21:05	94097	576	7	2.81280181501657	6.63324669312371
2020-01-02	a10	c11a10	10017	2020-02-02 12:21:05	2020-02-02 12:21:05	93274	415	39	11.3236107450554	44.4857184516665
2020-01-02	a10	c11a10	10018	2020-02-02 12:21:05	2020-02-02 12:21:05	63628	314	3	41.4097427583345	0.691932300427897
2020-01-02	a10	c11a10	10020	2020-02-02 12:21:05	2020-02-02 12:21:05	29216	865	74	53.9668113710204	22.3079662873912
2020-01-02	a10	c12a10	10021	2020-02-02 12:21:05	2020-02-02 12:21:05	91184	884	12	76.8932572924035	29.9157563270609
2020-01-02	a10	c12a10	10022	2020-02-02 12:21:05	2020-02-02 12:21:05	8056	173	60	51.6259962467598	26.379630773505
2020-01-02	a10	c12a10	10023	2020-02-02 12:21:05	2020-02-02 12:21:05	36742	170	67	28.8919652015399	46.8009302610536
2020-01-02	a10	c12a10	10024	2020-02-02 12:21:05	2020-02-02 12:21:05	88347	552	51	46.0511347493395	25.1747882343711
2020-01-02	a10	c12a10	10026	2020-02-02 12:21:05	2020-02-02 12:21:05	62671	123	33	31.7962553034519	16.8813702263317
2020-01-02	a10	c12a10	10027	2020-02-02 12:21:05	2020-02-02 12:21:05	47127	928	27	43.1433581482355	0.660500210086117
2020-01-02	a10	c12a10	10028	2020-02-02 12:21:05	2020-02-02 12:21:05	24570	912	86	37.9905163953037	28.7786906951939
2020-01-02	a10	c12a10	10029	2020-02-02 12:21:05	2020-02-02 12:21:05	45081	825	6	9.37019428674606	43.0752752549366
2020-01-02	a10	c12a10	10030	2020-02-02 12:21:05	2020-02-02 12:21:05	84092	945	38	12.3886412998608	14.6390958990152
2020-01-02	a10	c13a10	10031	2020-02-02 12:21:05	2020-02-02 12:21:05	97153	306	87	34.1449921178375	44.25613446825
2020-01-02	a10	c13a10	10032	2020-02-02 12:21:05	2020-02-02 12:21:05	29063	322	3	12.7501671727515	26.6961501104274
2020-01-02	a10	c13a10	10033	2020-02-02 12:21:05	2020-02-02 12:21:05	60523	763	59	21.7387967378547	10.2747126763103
2020-01-02	a10	c13a10	10034	2020-02-02 12:21:05	2020-02-02 12:21:05	75650	919	29	5.97448284084652	45.5086779992602
2020-01-02	a10	c13a10	10035	2020-02-02 12:21:05	2020-02-02 12:21:05	73548	508	3	40.5353128167499	44.2765301765299
2020-01-02	a10	c13a10	10036	2020-02-02 12:21:05	2020-02-02 12:21:05	25755	211	44	61.5007957264319	17.7923554870264
2020-01-02	a10	c13a10	10037	2020-02-02 12:21:05	2020-02-02 12:21:05	56827	221	23	80.7950735002733	15.474170965829
2020-01-02	a10	c13a10	10038	2020-02-02 12:21:05	2020-02-02 12:21:05	72514	181	58	43.7952316104412	5.44195617802532
2020-01-02	a10	c13a10	10039	2020-02-02 12:21:05	2020-02-02 12:21:05	94047	590	22	28.7474443338567	9.44641735844613
2020-01-02	a10	c13a10	10040	2020-02-02 12:21:05	2020-02-02 12:21:05	82847	610	55	98.3015443190474	4.94611792031029
2020-01-02	a10	c14a10	10041	2020-02-02 12:21:05	2020-02-02 12:21:05	26663	318	20	9.27598597913794	35.5684711297827
2020-01-02	a10	c14a10	10042	2020-02-02 12:21:05	2020-02-02 12:21:05	79568	321	49	39.5531058495646	31.7335944304865
2020-01-02	a10	c14a10	10043	2020-02-02 12:21:05	2020-02-02 12:21:05	31884	369	61	94.7959713613596	13.9714394528286
2020-01-02	a10	c14a10	10044	2020-02-02 12:21:05	2020-02-02 12:21:05	51258	537	6	71.3739067648416	22.1776982872643
2020-01-02	a10	c14a10	10045	2020-02-02 12:21:05	2020-02-02 12:21:05	37801	949	51	76.1608407256011	28.3051634572005
2020-01-02	a10	c14a10	10046	2020-02-02 12:21:05	2020-02-02 12:21:05	31057	883	68	92.2263123990159	43.8957323757446
2020-01-02	a10	c14a10	10047	2020-02-02 12:21:05	2020-02-02 12:21:05	30505	249	10	95.5089178381064	28.9135240153007
2020-01-02	a10	c14a10	10048	2020-02-02 12:21:05	2020-02-02 12:21:05	66115	257	4	36.5176535381552	49.3874641365313
2020-01-02	a10	c14a10	10049	2020-02-02 12:21:05	2020-02-02 12:21:05	35849	890	2	85.738239244436	14.1617699825027
2020-01-02	a10	c14a10	10050	2020-02-02 12:21:05	2020-02-02 12:21:05	95464	440	8	30.9605920365828	47.6061250072001
2020-01-03	a10	c10a10	10001	2020-02-02 12:21:05	2020-02-02 12:21:05	67449	770	84	50.0388816697704	15.3515435593908
2020-01-03	a10	c10a10	10002	2020-02-02 12:21:05	2020-02-02 12:21:05	51193	216	10	24.1110792495828	31.7276443502529
2020-01-03	a10	c10a10	10003	2020-02-02 12:21:05	2020-02-02 12:21:05	65937	577	86	9.27782366484302	5.56222119161962
2020-01-03	a10	c10a10	10004	2020-02-02 12:21:05	2020-02-02 12:21:05	29024	819	68	95.5218418946126	25.672156305831
2020-01-03	a10	c10a10	10005	2020-02-02 12:21:05	2020-02-02 12:21:05	40780	325	31	56.642899083273	16.2440618808586
2020-01-03	a10	c10a10	10006	2020-02-02 12:21:05	2020-02-02 12:21:05	15637	181	67	74.5129585613091	39.6763481151668
2020-01-03	a10	c10a10	10007	2020-02-02 12:21:05	2020-02-02 12:21:05	57474	534	63	49.6401281792857	18.1087306319311
2020-01-03	a10	c10a10	10008	2020-02-02 12:21:05	2020-02-02 12:21:05	89758	624	44	33.2558154283351	35.9213437120995
2020-01-03	a10	c10a10	10009	2020-02-02 12:21:05	2020-02-02 12:21:05	14226	307	37	30.7761412722879	5.31362854191737
2020-01-03	a10	c10a10	10010	2020-02-02 12:21:05	2020-02-02 12:21:05	90741	913	88	82.6294333127464	10.7709863738953
2020-01-03	a10	c11a10	10011	2020-02-02 12:21:05	2020-02-02 12:21:05	42932	290	21	62.952095206339	31.1430454632002
2020-01-03	a10	c11a10	10012	2020-02-02 12:21:05	2020-02-02 12:21:05	13188	818	44	89.6059179164497	14.6530111621381
2020-01-03	a10	c11a10	10013	2020-02-02 12:21:05	2020-02-02 12:21:05	82471	929	78	71.4708616824219	9.65899082816159
2020-01-03	a10	c11a10	10014	2020-02-02 12:21:05	2020-02-02 12:21:05	40965	871	54	1.49359023268036	28.0369551750072
2020-01-03	a10	c11a10	10015	2020-02-02 12:21:05	2020-02-02 12:21:05	21573	799	74	86.993180209302	1.14332533029063
2020-01-03	a10	c11a10	10016	2020-02-02 12:21:05	2020-02-02 12:21:05	20111	717	65	84.9733919766608	4.48386264242412
2020-01-03	a10	c11a10	10018	2020-02-02 12:21:05	2020-02-02 12:21:05	20516	381	34	99.5802854651494	10.0298514170711
2020-01-03	a10	c11a10	10019	2020-02-02 12:21:05	2020-02-02 12:21:05	39798	982	18	38.4274772547313	12.8551882285882
2020-01-03	a10	c11a10	10020	2020-02-02 12:21:05	2020-02-02 12:21:05	5285	629	27	61.9633493767881	49.4637215274683
2020-01-03	a10	c12a10	10021	2020-02-02 12:21:05	2020-02-02 12:21:05	78965	264	50	75.3417727888291	3.49066807119673
2020-01-03	a10	c12a10	10022	2020-02-02 12:21:05	2020-02-02 12:21:05	36582	249	64	23.0338582410635	26.7604236615637
2020-01-03	a10	c12a10	10023	2020-02-02 12:21:05	2020-02-02 12:21:05	85167	814	39	64.3096067310821	26.3519512379318
2020-01-03	a10	c12a10	10024	2020-02-02 12:21:05	2020-02-02 12:21:05	58450	877	11	39.8993356339165	8.32785230983414
2020-01-03	a10	c12a10	10025	2020-02-02 12:21:05	2020-02-02 12:21:05	47999	327	85	0.702159339889027	2.68586923027684
2020-01-03	a10	c12a10	10026	2020-02-02 12:21:05	2020-02-02 12:21:05	38241	254	64	56.8420322410958	23.9903291799083
2020-01-03	a10	c12a10	10027	2020-02-02 12:21:05	2020-02-02 12:21:05	77884	980	10	78.2754437431113	39.141560433964
2020-01-03	a10	c12a10	10028	2020-02-02 12:21:05	2020-02-02 12:21:05	46508	375	78	66.4153664682132	43.584804746129
2020-01-03	a10	c12a10	10029	2020-02-02 12:21:05	2020-02-02 12:21:05	65185	394	90	3.07573503957863	38.7564341485297
2020-01-03	a10	c12a10	10030	2020-02-02 12:21:05	2020-02-02 12:21:05	14365	304	31	21.7716151949817	6.51505652652823
2020-01-03	a10	c13a10	10032	2020-02-02 12:21:05	2020-02-02 12:21:05	60701	341	50	2.22914079308004	16.0768750198543
2020-01-03	a10	c13a10	10033	2020-02-02 12:21:05	2020-02-02 12:21:05	52975	242	31	24.8204947564846	30.0828144560022
2020-01-03	a10	c13a10	10034	2020-02-02 12:21:05	2020-02-02 12:21:05	8038	822	88	94.5135528661839	46.633874600117
2020-01-03	a10	c13a10	10035	2020-02-02 12:21:05	2020-02-02 12:21:05	76381	613	63	19.6108848879164	22.5725447631313
2020-01-03	a10	c13a10	10036	2020-02-02 12:21:05	2020-02-02 12:21:05	59241	995	92	98.5121843863801	8.86784776061207
2020-01-03	a10	c13a10	10037	2020-02-02 12:21:05	2020-02-02 12:21:05	56460	560	41	41.7682109595128	31.7737834443216
2020-01-03	a10	c13a10	10038	2020-02-02 12:21:05	2020-02-02 12:21:05	45218	771	24	23.4031798427008	39.5968656938508
2020-01-03	a10	c13a10	10039	2020-02-02 12:21:05	2020-02-02 12:21:05	93926	246	71	54.9502179282486	29.3556437265853
2020-01-03	a10	c13a10	10040	2020-02-02 12:21:05	2020-02-02 12:21:05	69969	864	8	87.5330581271709	8.44812151438004
2020-01-03	a10	c14a10	10041	2020-02-02 12:21:05	2020-02-02 12:21:05	13090	966	67	48.0938524231752	18.1093724528837
2020-01-03	a10	c14a10	10042	2020-02-02 12:21:05	2020-02-02 12:21:05	43769	835	31	34.08321153097	41.9845915594998
2020-01-03	a10	c14a10	10043	2020-02-02 12:21:05	2020-02-02 12:21:05	31348	554	99	97.4048476188466	45.8873818143678
2020-01-03	a10	c14a10	10044	2020-02-02 12:21:05	2020-02-02 12:21:05	46878	212	30	86.6895542883731	16.1353530670215
2020-01-03	a10	c14a10	10045	2020-02-02 12:21:05	2020-02-02 12:21:05	43956	431	52	59.9561928584968	38.588159945136
2020-01-03	a10	c14a10	10046	2020-02-02 12:21:05	2020-02-02 12:21:05	93142	879	30	78.7488127028331	3.59095467887398
2020-01-03	a10	c14a10	10047	2020-02-02 12:21:05	2020-02-02 12:21:05	43816	656	43	27.437210375181	13.1243675775474
2020-01-03	a10	c14a10	10048	2020-02-02 12:21:05	2020-02-02 12:21:05	92958	453	89	50.2611695557186	28.9939889819333
2020-01-03	a10	c14a10	10049	2020-02-02 12:21:05	2020-02-02 12:21:05	66338	149	46	92.1766689476448	46.0269790589935
2020-01-03	a10	c14a10	10050	2020-02-02 12:21:05	2020-02-02 12:21:05	56641	218	59	60.7585194803581	31.7867621461799
2020-01-04	a10	c10a10	10001	2020-02-02 12:21:05	2020-02-02 12:21:05	23601	217	99	43.2142668604917	49.056809953906
2020-01-04	a10	c10a10	10002	2020-02-02 12:21:05	2020-02-02 12:21:05	20865	727	62	88.050232868665	15.0667175487926
2020-01-04	a10	c10a10	10003	2020-02-02 12:21:05	2020-02-02 12:21:05	63159	711	9	32.2934997884061	40.0013765739283
2020-01-04	a10	c10a10	10004	2020-02-02 12:21:05	2020-02-02 12:21:05	11989	977	68	56.6620119179888	48.9309294144301
2020-01-04	a10	c10a10	10005	2020-02-02 12:21:05	2020-02-02 12:21:05	68808	133	43	37.6931043517278	41.4082230494396
2020-01-04	a10	c10a10	10006	2020-02-02 12:21:05	2020-02-02 12:21:05	61326	418	8	29.3909686754416	5.58106350041044
2020-01-04	a10	c10a10	10007	2020-02-02 12:21:05	2020-02-02 12:21:05	67128	886	13	78.4367263216696	8.85127620252374
2020-01-04	a10	c10a10	10008	2020-02-02 12:21:05	2020-02-02 12:21:05	8759	117	53	18.630840684581	11.153939511233
2020-01-04	a10	c10a10	10009	2020-02-02 12:21:05	2020-02-02 12:21:05	34148	581	11	1.86922880907973	23.2809954198454
2020-01-04	a10	c10a10	10010	2020-02-02 12:21:05	2020-02-02 12:21:05	19055	113	71	96.177334522911	29.2411018531961
2020-01-04	a10	c11a10	10011	2020-02-02 12:21:05	2020-02-02 12:21:05	78103	392	12	46.6325441592524	9.98939152806503
2020-01-04	a10	c11a10	10012	2020-02-02 12:21:05	2020-02-02 12:21:05	16177	674	91	70.3004937946333	39.5927418207716
2020-01-04	a10	c11a10	10013	2020-02-02 12:21:05	2020-02-02 12:21:05	81047	811	73	12.8126655764937	24.9870387255154
2020-01-04	a10	c11a10	10014	2020-02-02 12:21:05	2020-02-02 12:21:05	77606	140	26	60.8946080603146	23.5056940342792
2020-01-04	a10	c11a10	10015	2020-02-02 12:21:05	2020-02-02 12:21:05	18924	486	11	98.6161563539021	39.4743691615175
2020-01-04	a10	c11a10	10016	2020-02-02 12:21:05	2020-02-02 12:21:05	10938	346	71	35.1118181529976	17.6463595207996
2020-01-04	a10	c11a10	10017	2020-02-02 12:21:05	2020-02-02 12:21:05	68135	742	71	73.7266868230545	41.4911130403593
2020-01-04	a10	c11a10	10018	2020-02-02 12:21:05	2020-02-02 12:21:05	84407	368	54	96.0019550733277	3.85529806551305
2020-01-04	a10	c11a10	10019	2020-02-02 12:21:05	2020-02-02 12:21:05	77624	694	47	0.470109656672044	26.3154894468912
2020-01-04	a10	c11a10	10020	2020-02-02 12:21:05	2020-02-02 12:21:05	71672	992	31	64.0975600406982	40.4348361028521
2020-01-04	a10	c12a10	10021	2020-02-02 12:21:05	2020-02-02 12:21:05	54582	315	63	93.8115446799488	10.6907996864481
2020-01-04	a10	c12a10	10022	2020-02-02 12:21:05	2020-02-02 12:21:05	18018	526	50	2.13183672266632	10.0871104328367
2020-01-04	a10	c12a10	10023	2020-02-02 12:21:05	2020-02-02 12:21:05	70896	627	98	22.582511241819	35.5199147879704
2020-01-04	a10	c12a10	10024	2020-02-02 12:21:05	2020-02-02 12:21:05	28825	546	35	29.4319977189563	34.2515895302648
2020-01-04	a10	c12a10	10025	2020-02-02 12:21:05	2020-02-02 12:21:05	35359	359	92	13.9600302623399	47.3367639339234
2020-01-04	a10	c12a10	10026	2020-02-02 12:21:05	2020-02-02 12:21:05	49796	144	66	99.3220821019831	34.5908373988191
2020-01-04	a10	c12a10	10027	2020-02-02 12:21:05	2020-02-02 12:21:05	45376	928	54	66.9394188872256	33.8771873311499
2020-01-04	a10	c12a10	10028	2020-02-02 12:21:05	2020-02-02 12:21:05	46137	908	22	55.5210318209236	35.1596340235135
2020-01-04	a10	c12a10	10029	2020-02-02 12:21:05	2020-02-02 12:21:05	87535	198	71	20.7180623527235	16.1574503947783
2020-01-04	a10	c12a10	10030	2020-02-02 12:21:05	2020-02-02 12:21:05	65676	321	69	80.2648159583401	11.1676383815555
2020-01-04	a10	c13a10	10031	2020-02-02 12:21:05	2020-02-02 12:21:05	71166	950	78	73.7975432415481	32.0059794848813
2020-01-04	a10	c13a10	10032	2020-02-02 12:21:05	2020-02-02 12:21:05	90645	414	96	33.2593462584817	5.75058062362977
2020-01-04	a10	c13a10	10033	2020-02-02 12:21:05	2020-02-02 12:21:05	77047	984	97	62.0661179358448	20.9571455004425
2020-01-04	a10	c13a10	10034	2020-02-02 12:21:05	2020-02-02 12:21:05	86711	707	28	81.6797154404594	39.8267499589486
2020-01-04	a10	c13a10	10035	2020-02-02 12:21:05	2020-02-02 12:21:05	61843	881	25	33.8031387579642	26.5280731145889
2020-01-04	a10	c13a10	10036	2020-02-02 12:21:05	2020-02-02 12:21:05	62148	796	48	5.96049251312413	8.56254001081108
2020-01-04	a10	c13a10	10037	2020-02-02 12:21:05	2020-02-02 12:21:05	64115	221	2	84.0261739138636	43.1577423322749
2020-01-04	a10	c13a10	10038	2020-02-02 12:21:05	2020-02-02 12:21:05	45918	791	12	67.5638424547221	30.8572698993875
2020-01-04	a10	c13a10	10039	2020-02-02 12:21:05	2020-02-02 12:21:05	47445	941	97	30.8842986034622	9.44145441029288
2020-01-04	a10	c13a10	10040	2020-02-02 12:21:05	2020-02-02 12:21:05	90247	575	94	4.51034512580854	42.6641781081744
2020-01-04	a10	c14a10	10041	2020-02-02 12:21:05	2020-02-02 12:21:05	37826	654	73	45.057982087628	44.5225189880107
2020-01-04	a10	c14a10	10042	2020-02-02 12:21:05	2020-02-02 12:21:05	45944	691	98	16.3961158676055	2.34204358530326
2020-01-04	a10	c14a10	10043	2020-02-02 12:21:05	2020-02-02 12:21:05	87730	521	28	84.6266635622022	46.508837070553
2020-01-04	a10	c14a10	10044	2020-02-02 12:21:05	2020-02-02 12:21:05	14120	286	37	6.14033262531288	26.6568303930838
2020-01-04	a10	c14a10	10045	2020-02-02 12:21:05	2020-02-02 12:21:05	82235	504	29	53.049451044318	22.7162887680886
2020-01-04	a10	c14a10	10046	2020-02-02 12:21:05	2020-02-02 12:21:05	52462	653	53	30.0792273739722	44.4399591043778
2020-01-04	a10	c14a10	10047	2020-02-02 12:21:05	2020-02-02 12:21:05	56800	714	59	72.1647281070076	42.051349367039
2020-01-04	a10	c14a10	10048	2020-02-02 12:21:05	2020-02-02 12:21:05	76742	791	35	20.9217646722318	31.966313757918
2020-01-04	a10	c14a10	10049	2020-02-02 12:21:05	2020-02-02 12:21:05	26529	624	7	28.6622821021184	16.6806472775902
2020-01-04	a10	c14a10	10050	2020-02-02 12:21:05	2020-02-02 12:21:05	6031	436	4	21.9376295907132	45.994516320524
2020-01-05	a10	c10a10	10001	2020-02-02 12:21:05	2020-02-02 12:21:05	83457	894	3	15.2652857430583	29.6321270426885
2020-01-05	a10	c10a10	10002	2020-02-02 12:21:05	2020-02-02 12:21:05	74781	360	21	62.51143252594	39.0875010700372
2020-01-05	a10	c10a10	10003	2020-02-02 12:21:05	2020-02-02 12:21:05	10788	131	75	79.758978159986	39.0235641454456
2020-01-05	a10	c10a10	10004	2020-02-02 12:21:05	2020-02-02 12:21:05	67355	852	53	76.9257904854258	33.6732347186996
2020-01-05	a10	c10a10	10005	2020-02-02 12:21:05	2020-02-02 12:21:05	82988	101	14	80.9491871767441	34.4510135634108
2020-01-05	a10	c10a10	10006	2020-02-02 12:21:05	2020-02-02 12:21:05	86210	704	12	24.1738881562715	14.6841569173542
2020-01-05	a10	c10a10	10007	2020-02-02 12:21:05	2020-02-02 12:21:05	59874	433	69	58.3404081213942	10.9402398629767
2020-01-05	a10	c10a10	10008	2020-02-02 12:21:05	2020-02-02 12:21:05	13477	753	57	93.1735074115794	22.1828931347387
2020-01-05	a10	c10a10	10009	2020-02-02 12:21:05	2020-02-02 12:21:05	9464	494	79	6.59403889747059	4.93213921083703
2020-01-05	a10	c10a10	10010	2020-02-02 12:21:05	2020-02-02 12:21:05	84880	681	23	8.00358360074627	44.4123421071155
2020-01-05	a10	c11a10	10011	2020-02-02 12:21:05	2020-02-02 12:21:05	43679	685	28	80.3272560612891	14.1620468879873
2020-01-05	a10	c11a10	10012	2020-02-02 12:21:05	2020-02-02 12:21:05	97059	826	9	33.8912435965106	40.2997859708498
